CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,fullCT,vouchers2012,vouchers2013,vouchers2014,vouchers2015
998.02,4,Queens,099802,4099802,E,QN15,Far Rockaway-Bayswater,4114,9503.385852,4659637.48694,36081099802,129,122,115,183
375.04,2,Bronx,037504,2037504,E,BX17,East Tremont,3705,8835.916712,2585510.99459,36005037504,174,154,162,167
413,2,Bronx,041300,2041300,E,BX05,Bedford Park-Fordham North,3706,6383.261374,1865502.77173,36005041300,315,341,371,375
537,3,Brooklyn,053700,3053700,E,BK72,Williamsburg,4001,5673.156706,1802604.20902,36047053700,230,229,227,222
265,2,Bronx,026500,2026500,E,BX30,Kingsbridge Heights,3706,7517.127276,2173748.20983,36005026500,369,360,358,350
422,3,Brooklyn,042200,3042200,E,BK25,Homecrest,4016,6172.108861,2443185.63407,36047042200,43,42,40,39
438,3,Brooklyn,043800,3043800,E,BK46,Ocean Parkway South,4014,5435.941974,1671530.4516,36047043800,80,81,78,75
1058.01,3,Brooklyn,105801,3105801,E,BK93,Starrett City,4008,10687.857972,4522826.38047,36047105801,207,200,237,260
1502,3,Brooklyn,150200,3150200,I,BK40,Windsor Terrace,4012,11171.749878,3430496.81059,36047150200,1,1,2,1
382,2,Bronx,038200,2038200,E,BX44,Williamsbridge-Olinville,3702,7994.410664,1704010.26305,36005038200,119,104,99,91
494,3,Brooklyn,049400,3049400,E,BK41,Kensington-Ocean Parkway,4014,5704.768264,1970839.6271,36047049400,186,172,165,159
75,4,Queens,007500,4007500,E,QN70,Astoria,4101,4761.510725,1391318.84053,36081007500,-1,-1,,
77,4,Queens,007700,4007700,I,QN70,Astoria,4101,4849.722795,1363202.08347,36081007700,3,2,2,2
149,2,Bronx,014900,2014900,E,BX35,Morrisania-Melrose,3705,5929.052329,1676847.84706,36005014900,158,158,147,192
619,4,Queens,061900,4061900,I,QN21,Middle Village,4110,8805.183986,2553231.1982,36081061900,11,8,10,10
332.02,2,Bronx,033202,2033202,E,BX07,Bronxdale,3704,4634.279205,1229425.03134,36005033202,136,128,133,126
455,4,Queens,045500,4045500,E,QN25,Corona,4107,5292.801566,1594376.57931,36081045500,270,258,293,285
562,4,Queens,056200,4056200,I,QN34,Queens Village,4105,5791.173702,1729177.34361,36081056200,-1,-1,,
564,4,Queens,056400,4056400,I,QN34,Queens Village,4105,7006.033604,2025524.25354,36081056400,2,3,3,3
630,4,Queens,063000,4063000,I,QN66,Laurelton,4105,8404.760805,2071306.60555,36081063000,1,1,1,1
309.04,4,Queens,030904,4030904,I,QN28,Jackson Heights,4102,9325.348254,4328478.26477,36081030904,1,1,1,1
492,4,Queens,049200,4049200,E,QN06,Jamaica Estates-Holliswood,4106,10957.151063,5157271.12875,36081049200,60,53,47,43
303,1,Manhattan,030300,1030300,E,MN01,Marble Hill-Inwood,3801,6149.296442,1685782.38139,36061030300,58,58,53,52
122,4,Queens,012200,4012200,E,QN54,Richmond Hill,4111,6473.723629,2235080.40154,36081012200,19,15,14,15
144,4,Queens,014400,4014400,I,QN54,Richmond Hill,4111,7788.964266,2348361.88116,36081014400,8,6,6,5
150,4,Queens,015000,4015000,I,QN54,Richmond Hill,4111,7724.838404,1583627.86681,36081015000,8,9,10,11
385,3,Brooklyn,038500,3038500,E,BK35,Stuyvesant Heights,4003,5637.036617,1877794.57229,36047038500,129,116,174,169
299,3,Brooklyn,029900,3029900,E,BK61,Crown Heights North,4006,5913.231323,1597933.79907,36047029900,48,46,50,52
379,3,Brooklyn,037900,3037900,E,BK35,Stuyvesant Heights,4003,5654.380979,1978231.49957,36047037900,131,126,121,107
381,3,Brooklyn,038100,3038100,E,BK61,Crown Heights North,4006,6811.268779,2578249.30967,36047038100,122,108,108,84
301,3,Brooklyn,030100,3030100,E,BK79,Ocean Hill,4007,7471.479491,2133891.52824,36047030100,98,79,81,77
371,3,Brooklyn,037100,3037100,E,BK79,Ocean Hill,4007,5779.492433,2037041.2625,36047037100,166,145,138,140
189,1,Manhattan,018900,1018900,E,MN12,Upper West Side,3806,6764.901134,2854980.44396,36061018900,58,55,55,61
120,4,Queens,012000,4012000,E,QN54,Richmond Hill,4111,5164.383394,1580707.94286,36081012000,11,11,11,10
148,4,Queens,014800,4014800,E,QN54,Richmond Hill,4111,8029.637256,1754562.7923,36081014800,13,11,12,10
31,2,Bronx,003100,2003100,E,BX39,Mott Haven-Port Morris,3710,5846.672991,1680016.28445,36005003100,52,54,50,64
83,2,Bronx,008300,2008300,E,BX33,Longwood,3710,6858.859006,2303687.97187,36005008300,251,248,271,274
52,2,Bronx,005200,2005200,E,BX55,Soundview-Bruckner,3709,5762.455982,2009765.3173,36005005200,53,48,47,43
929,4,Queens,092900,4092900,I,QN23,College Point,4103,21939.854387,10257413.3203,36081092900,13,13,11,10
134,1,Manhattan,013400,1013400,I,MN31,Lenox Hill-Roosevelt Island,3805,5602.246801,1956780.7626,36061013400,1,1,1,1
131,3,Brooklyn,013100,3013100,I,BK37,Park Slope-Gowanus,4005,5288.633236,1684555.86406,36047013100,47,44,41,39
141,3,Brooklyn,014100,3014100,I,BK37,Park Slope-Gowanus,4005,5436.863757,1787081.54338,36047014100,55,55,51,53
149,3,Brooklyn,014900,3014900,I,BK37,Park Slope-Gowanus,4005,6519.161416,2684799.70864,36047014900,9,9,7,6
145,3,Brooklyn,014500,3014500,E,BK32,Sunset Park West,4012,6539.280972,2317301.5528,36047014500,23,20,22,18
147,3,Brooklyn,014700,3014700,E,BK32,Sunset Park West,4012,4546.553241,1142414.93389,36047014700,6,6,6,5
94,1,Manhattan,009400,1009400,E,MN17,Midtown-Midtown South,3807,5738.940245,1646379.32322,36061009400,1,-1,,
92,1,Manhattan,009200,1009200,I,MN19,Turtle Bay-East Midtown,3808,6172.97877,2118430.76118,36061009200,5,6,4,4
114.01,1,Manhattan,011401,1011401,I,MN40,Upper East Side-Carnegie Hill,3805,4119.008379,1060696.34397,36061011401,-1,-1,1,
122,1,Manhattan,012200,1012200,I,MN40,Upper East Side-Carnegie Hill,3805,5683.168073,1857829.53105,36061012200,-1,-1,,
1463,4,Queens,146300,4146300,I,QN46,Bayside-Bayside Hills,4104,7523.875902,3526503.84249,36081146300,-1,-1,,
253,3,Brooklyn,025300,3025300,E,BK75,Bedford,4003,5626.98783,1741981.22357,36047025300,42,39,37,35
1467,4,Queens,146700,4146700,I,QN46,Bayside-Bayside Hills,4104,9465.098967,3759537.79754,36081146700,2,2,2,1
206,3,Brooklyn,020600,3020600,I,BK30,Dyker Heights,4013,5910.299476,1833507.18619,36047020600,6,6,6,6
1008.01,4,Queens,100801,4100801,I,QN15,Far Rockaway-Bayswater,4114,15369.228197,6930293.67489,36081100801,19,20,23,20
25,4,Queens,002500,4002500,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,6022.490128,2240278.35205,36081002500,-1,-1,,
295,4,Queens,029500,4029500,I,QN63,Woodside,4109,7116.255442,1972793.00865,36081029500,1,1,1,1
1,2,Bronx,000100,2000100,I,BX98,Rikers Island,3710,18903.346859,18154596.1687,36005000100,-1,-1,,
1,1,Manhattan,000100,1000100,I,MN99,park-cemetery-etc-Manhattan,3810,11023.047911,1844421.23837,36061000100,-1,-1,,
1116,3,Brooklyn,111600,3111600,E,BK82,East New York,4008,9498.270093,5379583.79733,36047111600,71,66,70,60
1210,3,Brooklyn,121000,3121000,E,BK82,East New York,4008,5665.443687,1733948.35433,36047121000,-1,-1,,
115.02,2,Bronx,011502,2011502,E,BX27,Hunts Point,3710,7796.233302,3720925.13097,36005011502,172,172,195,186
123,2,Bronx,012300,2012300,E,BX75,Crotona Park East,3705,11445.751912,3189742.4246,36005012300,269,274,230,226
448,3,Brooklyn,044800,3044800,E,BK46,Ocean Parkway South,4014,8077.930745,2423965.30292,36047044800,8,8,7,7
450,3,Brooklyn,045000,3045000,E,BK46,Ocean Parkway South,4014,6231.170928,2370291.98526,36047045000,1,-1,,
1070,3,Brooklyn,107000,3107000,E,BK82,East New York,4008,40947.210251,33900316.9615,36047107000,11,26,28,34
1078,3,Brooklyn,107800,3107800,I,BK82,East New York,4008,13423.759794,5445887.14115,36047107800,15,15,18,19
802,3,Brooklyn,080200,3080200,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5767.215923,1994115.26179,36047080200,59,56,51,51
758,3,Brooklyn,075800,3075800,I,BK43,Midwood,4015,6398.444704,2209765.96069,36047075800,26,61,66,60
1151,4,Queens,115100,4115100,I,QN51,Murray Hill,4103,7208.364597,3192227.70071,36081115100,-1,-1,,
1171,4,Queens,117100,4117100,I,QN51,Murray Hill,4103,9896.060011,4280909.70652,36081117100,2,2,2,2
405,4,Queens,040500,4040500,E,QN26,North Corona,4102,6911.167131,1393598.34545,36081040500,9,8,9,9
407,4,Queens,040700,4040700,E,QN26,North Corona,4102,8741.995512,2147774.73122,36081040700,31,30,27,26
409,4,Queens,040900,4040900,E,QN26,North Corona,4102,7998.160119,1641232.54966,36081040900,25,23,23,24
131,1,Manhattan,013100,1013100,I,MN17,Midtown-Midtown South,3807,5680.122922,1874645.4961,36061013100,1,2,2,2
137,1,Manhattan,013700,1013700,I,MN17,Midtown-Midtown South,3807,6257.852032,2435167.66935,36061013700,-1,2,5,7
628,3,Brooklyn,062800,3062800,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,42885.418242,8274566.34248,36047062800,15,15,,
717.01,4,Queens,071701,4071701,I,QN18,Rego Park,4108,6970.31333,2185993.8473,36081071701,45,44,43,97
717.02,4,Queens,071702,4071702,I,QN18,Rego Park,4108,7353.292124,2338495.88766,36081071702,1,1,2,2
255,4,Queens,025500,4025500,I,QN63,Woodside,4109,7657.423947,2351536.68494,36081025500,1,1,1,1
257,4,Queens,025700,4025700,I,QN63,Woodside,4109,7917.298467,1621552.70286,36081025700,-1,-1,,
263,4,Queens,026300,4026300,E,QN63,Woodside,4109,6010.43288,2172037.4114,36081026300,3,3,3,2
723,4,Queens,072300,4072300,I,QN17,Forest Hills,4108,10414.272871,5059892.40584,36081072300,-1,-1,,
737,4,Queens,073700,4073700,I,QN17,Forest Hills,4108,6140.229755,2269305.22657,36081073700,3,3,3,3
265,4,Queens,026500,4026500,E,QN50,Elmhurst-Maspeth,4109,6833.642098,1974553.38314,36081026500,-1,-1,,
291,4,Queens,029100,4029100,E,QN28,Jackson Heights,4102,7461.42141,2757506.8396,36081029100,5,5,5,4
293,4,Queens,029300,4029300,I,QN63,Woodside,4109,6231.034991,1685392.72571,36081029300,1,1,1,1
309.02,4,Queens,030902,4030902,E,QN28,Jackson Heights,4102,8886.222491,4454458.67735,36081030902,9,8,8,7
513,4,Queens,051300,4051300,E,QN30,Maspeth,4110,6462.423121,2082794.29342,36081051300,1,1,1,
157,1,Manhattan,015700,1015700,I,MN14,Lincoln Square,3806,5780.082478,1967494.8143,36061015700,157,152,137,134
165,1,Manhattan,016500,1016500,I,MN12,Upper West Side,3806,6290.005835,2198742.63139,36061016500,1,3,,
177,1,Manhattan,017700,1017700,I,MN12,Upper West Side,3806,5688.495577,1879137.16001,36061017700,183,168,243,261
181,1,Manhattan,018100,1018100,I,MN12,Upper West Side,3806,5253.890309,1489437.95452,36061018100,56,55,51,50
185,1,Manhattan,018500,1018500,I,MN12,Upper West Side,3806,5175.253275,1406908.14561,36061018500,-1,-1,,
216.02,2,Bronx,021602,2021602,E,BX46,Parkchester,3709,7163.500974,1784208.71182,36005021602,160,155,141,142
210.02,2,Bronx,021002,2021002,E,BX46,Parkchester,3709,6110.487613,1846960.03292,36005021002,220,219,233,216
212,2,Bronx,021200,2021200,E,BX46,Parkchester,3709,4254.984727,1101639.90761,36005021200,157,121,117,110
388,2,Bronx,038800,2038800,E,BX44,Williamsbridge-Olinville,3702,5125.999455,1593876.06362,36005038800,49,46,47,47
390,2,Bronx,039000,2039000,E,BX44,Williamsbridge-Olinville,3702,5775.062026,1966311.19239,36005039000,119,116,131,128
386,2,Bronx,038600,2038600,E,BX03,Eastchester-Edenwald-Baychester,3702,9718.977757,4405922.36977,36005038600,201,169,186,179
209.01,1,Manhattan,020901,1020901,E,MN09,Morningside Heights,3802,4807.678385,1246712.38529,36061020901,69,68,65,58
335,2,Bronx,033500,2033500,I,BX22,North Riverdale-Fieldston-Riverdale,3701,14317.448913,7500016.3304,36005033500,2,2,2,1
283,3,Brooklyn,028300,3028300,E,BK35,Stuyvesant Heights,4003,4848.738184,1311680.72397,36047028300,70,71,71,72
65,1,Manhattan,006500,1006500,I,MN23,West Village,3810,6351.231436,2167562.41255,36061006500,-1,-1,,
170,1,Manhattan,017000,1017000,E,MN33,East Harlem South,3804,5618.787625,1969281.34476,36061017000,337,326,322,334
377,3,Brooklyn,037700,3037700,E,BK35,Stuyvesant Heights,4003,5741.181435,2047553.38322,36047037700,95,88,73,63
373,3,Brooklyn,037300,3037300,E,BK79,Ocean Hill,4007,6148.269612,1838509.95995,36047037300,117,109,106,103
375,3,Brooklyn,037500,3037500,E,BK35,Stuyvesant Heights,4003,5943.210168,1708660.14851,36047037500,93,94,78,70
294,4,Queens,029400,4029400,I,QN02,Springfield Gardens North,4112,15166.653482,11455690.2362,36081029400,44,39,41,41
227.01,2,Bronx,022701,2022701,E,BX41,Mount Hope,3707,4863.060883,1243220.32904,36005022701,372,397,407,399
229.01,2,Bronx,022901,2022901,E,BX41,Mount Hope,3707,4867.159635,1271602.76979,36005022901,251,240,273,254
211,1,Manhattan,021100,1021100,E,MN09,Morningside Heights,3802,7629.112404,3738242.83356,36061021100,3,7,7,8
458,4,Queens,045800,4045800,I,QN06,Jamaica Estates-Holliswood,4106,8942.5434,2638048.10128,36081045800,2,2,2,2
466,4,Queens,046600,4046600,I,QN06,Jamaica Estates-Holliswood,4106,7907.337035,2589134.11959,36081046600,4,4,2,2
197.01,1,Manhattan,019701,1019701,I,MN09,Morningside Heights,3802,10249.415813,2540495.90497,36061019701,8,8,8,7
207.01,1,Manhattan,020701,1020701,E,MN09,Morningside Heights,3802,2985.055555,508697.474894,36061020701,2,1,1,1
245.01,2,Bronx,024501,2024501,E,BX36,University Heights-Morris Heights,3707,4842.988012,1232643.18139,36005024501,225,190,216,211
214,1,Manhattan,021400,1021400,E,MN03,Central Harlem North-Polo Grounds,3803,4873.572464,1460341.27996,36061021400,96,87,88,91
232,1,Manhattan,023200,1023200,E,MN03,Central Harlem North-Polo Grounds,3803,5761.005468,1943146.28398,36061023200,247,271,262,282
236,1,Manhattan,023600,1023600,E,MN03,Central Harlem North-Polo Grounds,3803,9821.087586,2845183.47832,36061023600,223,229,235,212
683,4,Queens,068300,4068300,E,QN29,Elmhurst,4107,6868.264286,2607835.30827,36081068300,9,8,8,7
198,1,Manhattan,019800,1019800,I,MN34,East Harlem North,3804,6759.318306,2431074.16976,36061019800,26,19,17,17
200,1,Manhattan,020000,1020000,E,MN11,Central Harlem South,3803,6753.232589,1391141.25447,36061020000,104,100,97,99
75,3,Brooklyn,007500,3007500,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,7513.207312,3053102.25547,36047007500,2,2,2,2
317,4,Queens,031700,4031700,I,QN72,Steinway,4101,15123.930485,7587313.55641,36081031700,3,3,1,
161,1,Manhattan,016100,1016100,I,MN12,Upper West Side,3806,5717.905531,1676876.07515,36061016100,23,24,25,25
28,2,Bronx,002800,2002800,I,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,9172.553248,4715453.73064,36005002800,79,73,71,68
50.01,2,Bronx,005001,2005001,E,BX55,Soundview-Bruckner,3709,4206.12137,1053604.11871,36005005001,278,260,273,259
145,1,Manhattan,014500,1014500,I,MN14,Lincoln Square,3806,5830.707268,1897994.07846,36061014500,2,2,3,5
149,1,Manhattan,014900,1014900,I,MN14,Lincoln Square,3806,5690.756446,1880349.84604,36061014900,1,1,2,3
169,4,Queens,016900,4016900,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,7382.075532,2485167.58508,36081016900,2,3,2,3
46,2,Bronx,004600,2004600,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,5224.60189,1432044.17204,36005004600,67,69,70,69
343,3,Brooklyn,034300,3034300,E,BK61,Crown Heights North,4006,5689.148339,1745164.21497,36047034300,18,17,18,17
345,3,Brooklyn,034500,3034500,E,BK61,Crown Heights North,4006,5684.446148,1759937.3963,36047034500,67,60,60,50
112,3,Brooklyn,011200,3011200,E,BK34,Sunset Park East,4012,5459.472146,1843970.96141,36047011200,135,136,131,122
83,1,Manhattan,008300,1008300,E,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5681.484051,1872963.08136,36061008300,12,11,13,13
409,3,Brooklyn,040900,3040900,E,BK77,Bushwick North,4002,5396.794768,1866462.18983,36047040900,90,84,81,71
411,3,Brooklyn,041100,3041100,E,BK78,Bushwick South,4002,4993.464395,1458445.80359,36047041100,70,62,61,56
77,1,Manhattan,007700,1007700,I,MN23,West Village,3810,5763.599482,1923623.85057,36061007700,-1,-1,,
79,1,Manhattan,007900,1007900,I,MN23,West Village,3810,10795.862881,2979434.12473,36061007900,1,1,2,2
310,2,Bronx,031000,2031000,I,BX31,Allerton-Pelham Gardens,3704,10741.011307,6834236.08141,36005031000,14,9,10,12
71,3,Brooklyn,007100,3007100,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5816.04662,1840258.48666,36047007100,5,3,2,6
127,3,Brooklyn,012700,3012700,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5308.967839,1759470.60939,36047012700,53,51,55,58
286,3,Brooklyn,028600,3028600,E,BK27,Bath Beach,4017,6844.90341,1901157.60395,36047028600,287,275,259,247
916.01,4,Queens,091601,4091601,I,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4114,48389.707418,47033908.6167,36081091601,1,1,,1
916.02,4,Queens,091602,4091602,I,QN99,park-cemetery-etc-Queens,4114,17640.255021,13689745.7494,36081091602,-1,-1,,
160,2,Bronx,016000,2016000,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,17368.217535,5532323.46374,36005016000,6,6,8,9
274.02,2,Bronx,027402,2027402,I,BX10,Pelham Bay-Country Club-City Island,3703,27557.517174,5746687.33981,36005027402,4,3,6,5
10.02,1,Manhattan,001002,1001002,E,MN28,Lower East Side,3809,6315.120148,2225016.07928,36061001002,2,-1,,3
22.01,1,Manhattan,002201,1002201,E,MN28,Lower East Side,3809,5779.062501,1740173.73754,36061002201,169,141,147,152
508.03,3,Brooklyn,050803,3050803,E,BK42,Flatbush,4015,3257.534398,602995.583097,36047050803,34,32,19,19
508.04,3,Brooklyn,050804,3050804,E,BK42,Flatbush,4015,4305.947623,1110945.63082,36047050804,168,177,175,169
394,3,Brooklyn,039400,3039400,E,BK25,Homecrest,4016,7000.165098,2067691.42497,36047039400,5,4,6,5
414.02,3,Brooklyn,041402,3041402,I,BK25,Homecrest,4016,5695.766276,1659482.2256,36047041402,47,81,64,49
416,3,Brooklyn,041600,3041600,E,BK25,Homecrest,4016,6169.280798,1749784.70103,36047041600,9,31,13,9
934,3,Brooklyn,093400,3093400,I,BK96,Rugby-Remsen Village,4010,7249.880347,1913351.79808,36047093400,8,9,11,11
936,3,Brooklyn,093600,3093600,I,BK96,Rugby-Remsen Village,4010,7495.435069,1777167.94139,36047093600,8,4,5,5
946,3,Brooklyn,094600,3094600,I,BK96,Rugby-Remsen Village,4010,8936.66438,3111144.01053,36047094600,11,9,10,10
478,4,Queens,047800,4047800,I,QN06,Jamaica Estates-Holliswood,4106,14624.672754,7028450.25372,36081047800,14,15,15,14
482,4,Queens,048200,4048200,I,QN07,Hollis,4112,6546.123247,2454003.41844,36081048200,8,8,5,8
285.02,3,Brooklyn,028502,3028502,E,BK35,Stuyvesant Heights,4003,4775.421222,1290359.38576,36047028502,-1,-1,,
13,3,Brooklyn,001300,3001300,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,7513.001484,3138437.81005,36047001300,-1,-1,,
61,4,Queens,006100,4006100,I,QN70,Astoria,4101,6183.318054,2099309.38185,36081006100,5,5,4,3
63,4,Queens,006300,4006300,E,QN70,Astoria,4101,6353.777856,2287276.5514,36081006300,2,1,1,1
1385.01,4,Queens,138501,4138501,I,QN42,Oakland Gardens,4104,14620.435796,11199226.3473,36081138501,-1,-1,1,1
164,1,Manhattan,016400,1016400,E,MN33,East Harlem South,3804,5536.33637,1911374.28032,36061016400,233,312,467,494
243.01,1,Manhattan,024301,1024301,E,MN36,Washington Heights South,3801,4730.332193,1131945.00498,36061024301,62,60,56,52
696.01,3,Brooklyn,069601,3069601,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,10368.010501,4568655.88421,36047069601,11,13,16,13
720,3,Brooklyn,072000,3072000,I,BK58,Flatlands,4009,6664.51608,1701872.0336,36047072000,12,10,12,10
722,3,Brooklyn,072200,3072200,I,BK58,Flatlands,4009,8425.527831,2769417.68807,36047072200,3,3,3,3
950,3,Brooklyn,095000,3095000,I,BK50,Canarsie,4009,7974.174938,2612163.85301,36047095000,13,12,13,14
93,1,Manhattan,009300,1009300,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5740.876647,1929507.13623,36061009300,40,56,64,67
227,1,Manhattan,022700,1022700,E,MN04,Hamilton Heights,3802,5486.855187,1621656.25251,36061022700,122,117,115,130
259,1,Manhattan,025900,1025900,E,MN03,Central Harlem North-Polo Grounds,3803,5513.215066,812329.673652,36061025900,63,62,59,58
330,4,Queens,033000,4033000,I,QN02,Springfield Gardens North,4112,15095.326246,8812000.37251,36081033000,61,56,51,49
838,4,Queens,083800,4083800,I,QN55,South Ozone Park,4113,10555.323501,5332408.46073,36081083800,21,19,20,15
174.01,1,Manhattan,017401,1017401,E,MN33,East Harlem South,3804,4175.265672,1086638.95422,36061017401,227,227,217,224
174.02,1,Manhattan,017402,1017402,E,MN33,East Harlem South,3804,3109.683614,547579.180176,36061017402,175,171,159,151
186,1,Manhattan,018600,1018600,E,MN11,Central Harlem South,3803,4621.740562,1311722.28721,36061018600,13,13,13,10
385,2,Bronx,038500,2038500,E,BX01,Claremont-Bathgate,3705,7631.433262,2053030.26551,36005038500,301,301,298,308
237.02,2,Bronx,023702,2023702,E,BX05,Bedford Park-Fordham North,3706,3384.186862,515656.522316,36005023702,66,66,66,63
253,2,Bronx,025300,2025300,E,BX30,Kingsbridge Heights,3706,5424.470087,1341945.21542,36005025300,360,356,349,333
429.01,2,Bronx,042901,2042901,E,BX43,Norwood,3706,6473.860266,1105150.73131,36005042901,221,218,198,183
215,1,Manhattan,021500,1021500,E,MN03,Central Harlem North-Polo Grounds,3803,5034.471081,750499.537053,36061021500,188,190,180,181
217.03,1,Manhattan,021703,1021703,I,MN06,Manhattanville,3802,9371.057781,3377609.42677,36061021703,-1,-1,19,
80,1,Manhattan,008000,1008000,I,MN20,Murray Hill-Kips Bay,3808,5682.153473,1855976.7105,36061008000,1,-1,,
464,4,Queens,046400,4046400,I,QN06,Jamaica Estates-Holliswood,4106,9620.318121,2430135.78454,36081046400,-1,-1,,
1277,4,Queens,127700,4127700,I,QN06,Jamaica Estates-Holliswood,4106,14169.198936,11606255.9831,36081127700,2,2,1,2
243,3,Brooklyn,024300,3024300,E,BK75,Bedford,4003,5291.716499,1661539.49007,36047024300,45,42,37,30
85,4,Queens,008500,4008500,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,11148.217629,2943519.05418,36081008500,6,5,5,5
43,4,Queens,004300,4004300,E,QN68,Queensbridge-Ravenswood-Long Island City,4101,6406.510319,1840353.43694,36081004300,1,1,1,1
251,3,Brooklyn,025100,3025100,E,BK75,Bedford,4003,5079.931019,1490422.81952,36047025100,47,44,33,30
265,3,Brooklyn,026500,3026500,E,BK75,Bedford,4003,5341.618067,1718284.14699,36047026500,98,92,112,79
373,2,Bronx,037300,2037300,E,BX17,East Tremont,3705,7219.742079,1864932.65553,36005037300,319,308,299,313
391,2,Bronx,039100,2039100,E,BX06,Belmont,3705,5889.796226,2213814.26954,36005039100,430,394,392,370
51,3,Brooklyn,005100,3005100,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,6004.498667,1950312.99002,36047005100,5,5,5,6
1093,4,Queens,109300,4109300,I,QN46,Bayside-Bayside Hills,4104,18920.598475,11540422.1528,36081109300,-1,-1,,
1097,4,Queens,109700,4109700,I,QN46,Bayside-Bayside Hills,4104,11304.51777,4751919.62267,36081109700,-1,-1,,
69,1,Manhattan,006900,1006900,I,MN23,West Village,3810,7534.928943,2350820.97855,36061006900,-1,-1,,
75,1,Manhattan,007500,1007500,I,MN23,West Village,3810,7698.718069,1777784.91142,36061007500,-1,-1,,
88,1,Manhattan,008800,1008800,I,MN19,Turtle Bay-East Midtown,3808,5580.276716,1946103.25302,36061008800,-1,4,,
90,1,Manhattan,009000,1009000,I,MN19,Turtle Bay-East Midtown,3808,5527.209827,1906164.21271,36061009000,5,8,6,6
682,4,Queens,068200,4068200,I,QN66,Laurelton,4105,7239.279514,2492489.85687,36081068200,7,9,9,8
31,1,Manhattan,003100,1003100,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,7779.856884,2207846.66267,36061003100,1,1,,
15.01,1,Manhattan,001501,1001501,I,MN25,Battery Park City-Lower Manhattan,3810,9130.698222,2814991.37216,36061001501,8,8,7,7
29,1,Manhattan,002900,1002900,E,MN27,Chinatown,3809,8980.464111,3012226.07715,36061002900,7,7,6,4
18,5,Staten Island,001800,5001800,E,SI14,Grasmere-Arrochar-Ft. Wadsworth,3902,14931.835184,9854411.31379,36085001800,-1,-1,,
20.01,5,Staten Island,002001,5002001,I,SI37,Stapleton-Rosebank,3903,11053.702701,5335494.15985,36085002001,3,6,6,7
181,3,Brooklyn,018100,3018100,I,BK68,Fort Greene,4004,5495.107397,1823380.08294,36047018100,2,1,1,1
78,1,Manhattan,007800,1007800,I,MN20,Murray Hill-Kips Bay,3808,5546.867328,1912109.70601,36061007800,14,14,13,14
846.01,4,Queens,084601,4084601,I,QN55,South Ozone Park,4113,10337.877475,3581021.05825,36081084601,9,10,11,7
71,1,Manhattan,007100,1007100,I,MN23,West Village,3810,6601.034466,1775750.86332,36061007100,1,1,1,1
1291.02,4,Queens,129102,4129102,I,QN42,Oakland Gardens,4104,16067.616848,10935400.6865,36081129102,-1,-1,4,4
749,4,Queens,074900,4074900,I,QN17,Forest Hills,4108,7949.790917,3856288.09444,36081074900,-1,-1,,
769.01,4,Queens,076901,4076901,I,QN17,Forest Hills,4108,7581.995089,1931642.73183,36081076901,3,2,2,2
3,5,Staten Island,000300,5000300,E,SI22,West New Brighton-New Brighton-St. George,3903,16907.246311,4119509.74373,36085000300,2,2,3,3
426,2,Bronx,042600,2042600,I,BX62,Woodlawn-Wakefield,3702,11165.014976,5473783.65955,36005042600,67,52,56,59
1034,3,Brooklyn,103400,3103400,E,BK50,Canarsie,4009,12039.157204,6209916.24442,36047103400,217,272,253,258
696.02,3,Brooklyn,069602,3069602,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,17870.258336,7849151.44683,36047069602,12,12,9,8
93,2,Bronx,009300,2009300,E,BX27,Hunts Point,3710,34426.506021,25297302.3643,36005009300,182,177,156,151
117,2,Bronx,011700,2011700,E,BX27,Hunts Point,3710,17843.755663,14905907.6512,36005011700,98,95,107,104
1180,3,Brooklyn,118000,3118000,I,BK99,park-cemetery-etc-Brooklyn,4008,15869.686409,8097141.26664,36047118000,1,1,1,1
334.02,4,Queens,033402,4033402,E,QN02,Springfield Gardens North,4112,12442.879613,8160746.67852,36081033402,75,67,63,57
