CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,fullCT,vouchers2012,vouchers2013,vouchers2014,vouchers2015
90,2,Bronx,009000,2009000,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,28354.557425,11115829.3384,36005009000,107,126,124,124
194,2,Bronx,019400,2019400,E,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,15570.650316,8717967.29478,36005019400,51,45,49,46
456,2,Bronx,045600,2045600,I,BX03,Eastchester-Edenwald-Baychester,3702,28723.029109,9265823.93506,36005045600,35,30,28,28
504,2,Bronx,050400,2050400,I,BX99,park-cemetery-etc-Bronx,3703,86797.843846,78955370.4903,36005050400,-1,-1,,
1072.01,4,Queens,107201,4107201,I,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4114,30272.642404,14756841.3988,36081107201,1,1,1,3
1072.02,4,Queens,107202,4107202,I,QN99,park-cemetery-etc-Queens,4114,186126.742209,74387771.9623,36081107202,-1,-1,,
1227.01,4,Queens,122701,4122701,I,QN38,Pomonok-Flushing Heights-Hillcrest,4106,12476.637492,7529200.50369,36081122701,7,7,8,6
1227.02,4,Queens,122702,4122702,E,QN38,Pomonok-Flushing Heights-Hillcrest,4106,11883.784311,4801785.89473,36081122702,3,3,3,3
170.10,5,Staten Island,017010,5017010,I,SI48,Arden Heights,3901,14974.634546,11956615.7061,36085017010,2,2,1,1
1032.02,4,Queens,103202,4103202,E,QN15,Far Rockaway-Bayswater,4114,11703.308892,7675665.46222,36081103202,61,60,61,56
260,4,Queens,026000,4026000,E,QN01,South Jamaica,4112,7810.545096,1920918.66084,36081026000,82,82,82,81
262,4,Queens,026200,4026200,E,QN01,South Jamaica,4112,6196.437494,1540114.87573,36081026200,22,22,19,18
187,4,Queens,018700,4018700,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,7709.658657,2565345.2145,36081018700,-1,1,1,1
386,3,Brooklyn,038600,3038600,E,BK26,Gravesend,4018,7289.706911,2704025.38942,36047038600,31,12,10,23
398,3,Brooklyn,039800,3039800,E,BK26,Gravesend,4018,7062.936825,2184133.6613,36047039800,7,5,7,9
23,3,Brooklyn,002300,3002300,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,6287.882008,1961451.52045,36047002300,-1,-1,,
5,1,Manhattan,000500,1000500,I,MN99,park-cemetery-etc-Manhattan,3810,32407.899284,9081808.05089,36061000500,-1,-1,,
47,3,Brooklyn,004700,3004700,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,9883.61389,2902478.11398,36047004700,11,11,14,16
59,5,Staten Island,005900,5005900,I,SI35,New Brighton-Silver Lake,3903,18391.766194,14938623.6044,36085005900,1,1,,
155,2,Bronx,015500,2015500,E,BX75,Crotona Park East,3705,5829.265678,1229990.21572,36005015500,106,104,110,103
161,2,Bronx,016100,2016100,E,BX75,Crotona Park East,3705,6437.858977,2573147.01575,36005016100,79,103,110,111
20,2,Bronx,002000,2002000,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,8332.250521,4270706.7064,36005002000,107,108,109,107
24,2,Bronx,002400,2002400,I,BX99,park-cemetery-etc-Bronx,3709,17969.488478,7679184.41526,36005002400,-1,-1,,
837,4,Queens,083700,4083700,E,QN62,Queensboro Hill,4103,13930.026495,8454832.06559,36081083700,1,2,2,2
797.01,4,Queens,079701,4079701,I,QN22,Flushing,4103,5015.5436,1199494.55784,36081079701,36,40,38,38
845,4,Queens,084500,4084500,E,QN22,Flushing,4103,6853.364399,2034223.6259,36081084500,104,103,97,89
859,4,Queens,085900,4085900,E,QN22,Flushing,4103,6082.7394,1570940.91596,36081085900,2,1,1,1
50,1,Manhattan,005000,1005000,I,MN21,Gramercy,3808,5473.388022,1794115.29686,36061005000,-1,-1,,
52,1,Manhattan,005200,1005200,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,5790.388001,1815428.84809,36061005200,-1,-1,,
200,2,Bronx,020000,2020000,E,BX37,Van Nest-Morris Park-Westchester Square,3704,10985.00171,3678684.36358,36005020000,169,164,160,161
256,2,Bronx,025600,2025600,E,BX37,Van Nest-Morris Park-Westchester Square,3704,7096.241396,2037862.5962,36005025600,32,35,40,38
191,3,Brooklyn,019100,3019100,E,BK69,Clinton Hill,4004,7816.216023,2721477.68234,36047019100,5,4,7,13
539,3,Brooklyn,053900,3053900,E,BK72,Williamsburg,4001,4356.207042,1091631.34437,36047053900,468,455,454,439
197,2,Bronx,019700,2019700,E,BX63,West Concourse,3708,5407.39763,1597102.90329,36005019700,140,182,165,176
219,2,Bronx,021900,2021900,E,BX26,Highbridge,3708,6811.455385,1541640.93551,36005021900,87,78,84,83
136,1,Manhattan,013600,1013600,I,MN32,Yorkville,3805,6238.2329,2358508.33197,36061013600,4,4,5,5
138,1,Manhattan,013800,1013800,I,MN32,Yorkville,3805,5600.531086,1959555.68567,36061013800,10,8,8,8
44,3,Brooklyn,004400,3004400,I,BK31,Bay Ridge,4013,9054.385588,4482056.54619,36047004400,3,3,2,2
213,3,Brooklyn,021300,3021300,E,BK63,Crown Heights South,4011,7277.707636,1989394.75531,36047021300,277,267,252,228
325,3,Brooklyn,032500,3032500,E,BK63,Crown Heights South,4011,6293.893772,1812075.23126,36047032500,122,124,116,110
645,4,Queens,064500,4064500,I,QN17,Forest Hills,4108,9664.900555,3401311.26074,36081064500,3,3,3,3
306,4,Queens,030600,4030600,I,QN03,Springfield Gardens South-Brookville,4105,22071.36949,14405168.3776,36081030600,35,30,29,26
716,4,Queens,071600,4071600,I,QN98,Airport,4105,92342.250622,196234453.56,36081071600,-1,-1,,
205.02,2,Bronx,020502,2020502,E,BX36,University Heights-Morris Heights,3707,4437.182075,1087823.69355,36005020502,180,164,170,162
247,2,Bronx,024700,2024700,E,BX36,University Heights-Morris Heights,3707,7477.183052,1575216.40342,36005024700,62,60,62,62
215.01,2,Bronx,021501,2021501,E,BX36,University Heights-Morris Heights,3707,5029.199562,986700.78803,36005021501,218,171,188,193
215.02,2,Bronx,021502,2021502,E,BX36,University Heights-Morris Heights,3707,5946.826964,1682567.73708,36005021502,406,358,363,358
552,4,Queens,055200,4055200,I,QN34,Queens Village,4105,10814.70773,4393479.57809,36081055200,8,7,8,8
1301,4,Queens,130100,4130100,I,QN43,Bellerose,4105,11519.72269,7413875.14761,36081130100,-1,1,,
179,4,Queens,017900,4017900,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,9970.734131,5099923.79925,36081017900,4,4,4,4
183,4,Queens,018300,4018300,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,7452.571826,2314483.85932,36081018300,4,4,2,1
340,3,Brooklyn,034000,3034000,E,BK21,Seagate-Coney Island,4018,7163.826446,1414475.85982,36047034000,-1,-1,76,77
352,3,Brooklyn,035200,3035200,E,BK21,Seagate-Coney Island,4018,33071.927512,10708375.0942,36047035200,6,12,34,266
638,4,Queens,063800,4063800,I,QN05,Rosedale,4105,12194.440827,7458348.08646,36081063800,7,8,7,7
251,4,Queens,025100,4025100,E,QN63,Woodside,4109,7255.95898,2552973.88713,36081025100,5,4,4,4
253.02,4,Queens,025302,4025302,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,4320.601036,1100605.04938,36081025302,5,6,6,6
235,4,Queens,023500,4023500,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,8499.302068,2754464.77674,36081023500,151,147,142,132
253.01,4,Queens,025301,4025301,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,4718.303315,1370376.23825,36081025301,3,3,3,3
216,4,Queens,021600,4021600,I,QN60,Kew Gardens,4111,15185.842185,7046048.72596,36081021600,8,7,7,6
790,4,Queens,079000,4079000,I,QN76,Baisley Park,4112,7589.299145,2772536.65794,36081079000,34,29,26,24
814,4,Queens,081400,4081400,I,QN55,South Ozone Park,4113,8586.533961,4043897.41534,36081081400,22,22,22,20
1,4,Queens,000100,4000100,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,40345.536003,12286326.6675,36081000100,-1,-1,,9
7,4,Queens,000700,4000700,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,10784.846004,5867589.20309,36081000700,2,2,2,1
144,2,Bronx,014400,2014400,E,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,10082.972391,4208791.51297,36005014400,36,36,38,33
39,2,Bronx,003900,2003900,E,BX39,Mott Haven-Port Morris,3710,7423.617857,2323222.87634,36005003900,111,96,90,87
67,5,Staten Island,006700,5006700,I,SI35,New Brighton-Silver Lake,3903,16180.806183,10255891.6913,36085006700,5,3,3,3
75,5,Staten Island,007500,5007500,E,SI35,New Brighton-Silver Lake,3903,10437.450094,5159798.27504,36085007500,49,48,48,54
287,3,Brooklyn,028700,3028700,E,BK35,Stuyvesant Heights,4003,5919.884511,1601115.51104,36047028700,19,15,14,15
289,3,Brooklyn,028900,3028900,E,BK35,Stuyvesant Heights,4003,6580.116636,1784157.59657,36047028900,59,52,46,38
393,3,Brooklyn,039300,3039300,E,BK78,Bushwick South,4002,6706.902815,2041139.65344,36047039300,50,41,37,32
654,4,Queens,065400,4065400,I,QN05,Rosedale,4105,16379.759773,7524073.59511,36081065400,10,13,10,8
680,4,Queens,068000,4068000,I,QN03,Springfield Gardens South-Brookville,4105,14993.476598,8262321.98442,36081068000,19,17,14,18
99,1,Manhattan,009900,1009900,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,29366.152112,10716041.5803,36061009900,37,40,32,34
117,1,Manhattan,011700,1011700,I,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3807,7895.051782,2136884.34911,36061011700,41,41,38,39
317.03,1,Manhattan,031703,1031703,I,MN25,Battery Park City-Lower Manhattan,3810,8375.98301,2571696.4608,36061031703,3,4,4,4
317.04,1,Manhattan,031704,1031704,I,MN25,Battery Park City-Lower Manhattan,3810,9086.968859,2352286.24138,36061031704,3,4,3,3
6,1,Manhattan,000600,1000600,E,MN28,Lower East Side,3809,6970.634346,2583417.58197,36061000600,235,262,252,259
266.01,2,Bronx,026601,2026601,I,BX10,Pelham Bay-Country Club-City Island,3703,6495.373153,1832956.45368,36005026601,33,33,29,30
284,2,Bronx,028400,2028400,E,BX37,Van Nest-Morris Park-Westchester Square,3704,20863.932278,12221172.4762,36005028400,3,3,3,1
264,2,Bronx,026400,2026400,I,BX52,Schuylerville-Throgs Neck-Edgewater Park,3703,9594.619874,4599539.80942,36005026400,48,41,41,42
266.02,2,Bronx,026602,2026602,E,BX10,Pelham Bay-Country Club-City Island,3703,8114.28381,3269676.76334,36005026602,78,79,79,74
189,2,Bronx,018900,2018900,E,BX26,Highbridge,3708,8005.771814,3923652.96727,36005018900,333,300,297,302
193,2,Bronx,019300,2019300,E,BX26,Highbridge,3708,9043.941857,2587088.8249,36005019300,193,187,203,184
2.01,1,Manhattan,000201,1000201,E,MN28,Lower East Side,3809,4748.70365,971628.184379,36061000201,23,22,25,27
2.02,1,Manhattan,000202,1000202,E,MN28,Lower East Side,3809,8568.208367,3315121.27246,36061000202,134,129,128,124
245,4,Queens,024500,4024500,E,QN63,Woodside,4109,7817.824066,2910939.83342,36081024500,43,41,38,38
997.05,4,Queens,099705,4099705,I,QN47,Ft. Totten-Bay Terrace-Clearview,4103,13567.308698,4676354.58139,36081099705,-1,-1,,
999,4,Queens,099900,4099900,I,QN47,Ft. Totten-Bay Terrace-Clearview,4103,11991.020546,6627583.97439,36081099900,-1,-1,,
1186,3,Brooklyn,118600,3118600,E,BK83,Cypress Hills-City Line,4008,5801.671329,1415166.37598,36047118600,63,57,61,54
656,4,Queens,065600,4065600,I,QN05,Rosedale,4105,17288.801573,6285591.80436,36081065600,58,49,49,44
664,4,Queens,066400,4066400,I,QN05,Rosedale,4105,46638.277624,31608164.5438,36081066400,46,46,47,43
241,3,Brooklyn,024100,3024100,E,BK75,Bedford,4003,5837.005323,1939949.84007,36047024100,18,23,25,26
1237,3,Brooklyn,123700,3123700,E,BK75,Bedford,4003,7492.844541,3459462.45665,36047123700,388,385,386,383
100,4,Queens,010000,4010000,I,QN55,South Ozone Park,4113,7603.444812,2403901.79067,36081010000,10,8,6,6
864,4,Queens,086400,4086400,I,QN55,South Ozone Park,4113,14997.104838,12090470.8607,36081086400,18,19,16,14
69,2,Bronx,006900,2006900,E,BX34,Melrose South-Mott Haven North,3710,6537.689395,2029126.11687,36005006900,206,202,229,201
173,2,Bronx,017300,2017300,E,BX14,East Concourse-Concourse Village,3708,7187.496013,1774688.21794,36005017300,186,176,163,152
306,3,Brooklyn,030600,3030600,I,BK26,Gravesend,4018,6092.763548,2084709.57479,36047030600,4,5,3,2
535,3,Brooklyn,053500,3053500,E,BK72,Williamsburg,4001,5212.987864,1406193.34545,36047053500,234,222,216,213
547,3,Brooklyn,054700,3054700,E,BK73,North Side-South Side,4001,5669.938532,1826059.3855,36047054700,207,205,206,207
330,3,Brooklyn,033000,3033000,E,BK21,Seagate-Coney Island,4018,9806.579356,3857674.39628,36047033000,297,302,297,772
328,3,Brooklyn,032800,3032800,E,BK21,Seagate-Coney Island,4018,7628.209245,2507368.97843,36047032800,112,111,115,109
336,3,Brooklyn,033600,3033600,I,BK21,Seagate-Coney Island,4018,11020.55997,7240126.82749,36047033600,139,120,121,124
218,2,Bronx,021800,2021800,E,BX08,West Farms-Bronx River,3709,9122.45352,3460968.42721,36005021800,289,266,264,263
240,2,Bronx,024000,2024000,E,BX37,Van Nest-Morris Park-Westchester Square,3704,7190.177079,2577349.3278,36005024000,216,187,223,221
303,3,Brooklyn,030300,3030300,E,BK79,Ocean Hill,4007,6898.560842,2690239.58615,36047030300,179,181,171,158
365.01,3,Brooklyn,036501,3036501,E,BK79,Ocean Hill,4007,5483.369156,1369714.59112,36047036501,104,101,89,109
796.02,3,Brooklyn,079602,3079602,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5043.967955,1453524.83232,36047079602,43,41,41,39
820,3,Brooklyn,082000,3082000,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5582.419306,1599913.49367,36047082000,61,61,57,49
822,3,Brooklyn,082200,3082200,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5792.844437,1827423.04445,36047082200,83,83,78,78
34,1,Manhattan,003400,1003400,I,MN22,East Village,3809,5503.345191,1718946.06515,36061003400,53,70,68,90
9,3,Brooklyn,000900,3000900,I,BK09,Brooklyn Heights-Cobble Hill,4004,5883.375467,1737777.42433,36047000900,1,2,3,2
782,3,Brooklyn,078200,3078200,E,BK91,East Flatbush-Farragut,4010,5948.145346,1811374.37246,36047078200,86,78,72,70
830,3,Brooklyn,083000,3083000,E,BK91,East Flatbush-Farragut,4010,6600.75403,2171914.92969,36047083000,164,154,182,153
60,1,Manhattan,006000,1006000,I,MN50,Stuyvesant Town-Cooper Village,3808,5239.096008,1296018.30611,36061006000,-1,-1,,
315,3,Brooklyn,031500,3031500,E,BK61,Crown Heights North,4006,5658.75076,1886108.10801,36047031500,87,81,75,65
193,3,Brooklyn,019300,3019300,E,BK69,Clinton Hill,4004,6981.649815,2903178.99966,36047019300,118,120,112,117
233,3,Brooklyn,023300,3023300,E,BK75,Bedford,4003,5438.790291,1849442.02566,36047023300,45,41,41,45
1377,4,Queens,137700,4137700,I,QN42,Oakland Gardens,4104,12085.908028,8038803.56076,36081137700,2,3,3,2
1385.02,4,Queens,138502,4138502,I,QN99,park-cemetery-etc-Queens,4104,48473.195478,26208816.4748,36081138502,-1,-1,,
287,1,Manhattan,028700,1028700,E,MN35,Washington Heights North,3801,12407.587938,5710876.48802,36061028700,93,95,86,84
297,1,Manhattan,029700,1029700,I,MN99,park-cemetery-etc-Manhattan,3801,20553.099113,9961849.11884,36061029700,-1,-1,,
3.01,3,Brooklyn,000301,3000301,I,BK09,Brooklyn Heights-Cobble Hill,4004,6466.952122,2142139.06539,36047000301,-1,-1,,
233,1,Manhattan,023300,1023300,E,MN04,Hamilton Heights,3802,7136.778935,2535724.14285,36061023300,190,189,181,173
237,1,Manhattan,023700,1023700,E,MN04,Hamilton Heights,3802,7073.400135,2897558.15657,36061023700,174,164,159,156
291.04,5,Staten Island,029104,5029104,I,SI05,New Springville-Bloomfield-Travis,3902,19501.667264,16334787.9017,36085029104,8,5,6,4
231,5,Staten Island,023100,5023100,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,10150.553578,6280175.24139,36085023100,44,42,43,49
345,2,Bronx,034500,2034500,I,BX22,North Riverdale-Fieldston-Riverdale,3701,7760.5378,2976525.47983,36005034500,5,5,5,4
323,2,Bronx,032300,2032300,I,BX22,North Riverdale-Fieldston-Riverdale,3701,11245.892655,6020970.42648,36005032300,5,5,5,5
476,4,Queens,047600,4047600,I,QN06,Jamaica Estates-Holliswood,4106,11595.61717,5807728.74623,36081047600,-1,-1,,
1283,4,Queens,128300,4128300,I,QN99,park-cemetery-etc-Queens,4106,28409.919353,21272253.3439,36081128300,-1,-1,,
1617,4,Queens,161700,4161700,I,QN43,Bellerose,4105,11943.205634,7607656.69985,36081161700,1,1,1,1
181.01,4,Queens,018101,4018101,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,5028.938481,1035687.70086,36081018101,-1,-1,,
181.02,4,Queens,018102,4018102,E,QN31,Hunters Point-Sunnyside-West Maspeth,4109,5031.31275,1038481.12014,36081018102,3,3,2,
1155,4,Queens,115500,4115500,E,QN51,Murray Hill,4103,7465.357897,2013039.63893,36081115500,1,1,1,1
1167,4,Queens,116700,4116700,E,QN51,Murray Hill,4103,6703.873014,1787963.4013,36081116700,-1,-1,,
776,3,Brooklyn,077600,3077600,E,BK58,Flatlands,4009,6576.608536,2008023.36357,36047077600,6,8,9,7
780,3,Brooklyn,078000,3078000,I,BK91,East Flatbush-Farragut,4010,5470.95551,1770932.90688,36047078000,6,6,4,6
546,3,Brooklyn,054600,3054600,E,BK43,Midwood,4015,6699.315042,1942537.87548,36047054600,183,184,201,205
548,3,Brooklyn,054800,3054800,I,BK44,Madison,4016,7900.284113,1864436.42861,36047054800,25,24,22,23
826,3,Brooklyn,082600,3082600,E,BK95,Erasmus,4010,5883.029455,2142838.82426,36047082600,41,41,41,35
828,3,Brooklyn,082800,3082800,E,BK95,Erasmus,4010,5535.269638,1683688.63768,36047082800,43,40,51,48
808,3,Brooklyn,080800,3080800,E,BK60,Prospect Lefferts Gardens-Wingate,4011,11997.156695,3464330.86945,36047080800,165,168,292,119
876,3,Brooklyn,087600,3087600,I,BK60,Prospect Lefferts Gardens-Wingate,4011,5395.103168,1530933.24759,36047087600,4,5,4,4
224,3,Brooklyn,022400,3022400,E,BK88,Borough Park,4014,5835.731986,1890190.84494,36047022400,166,177,171,169
230,3,Brooklyn,023000,3023000,E,BK88,Borough Park,4014,8320.931146,1624924.5832,36047023000,114,109,115,116
486,3,Brooklyn,048600,3048600,E,BK41,Kensington-Ocean Parkway,4014,7156.659691,1888238.79171,36047048600,17,15,12,12
488,3,Brooklyn,048800,3048800,E,BK41,Kensington-Ocean Parkway,4014,6228.754164,1542860.19973,36047048800,44,40,41,40
226,3,Brooklyn,022600,3022600,E,BK88,Borough Park,4014,5954.07399,1680920.14089,36047022600,18,19,17,17
228,3,Brooklyn,022800,3022800,E,BK88,Borough Park,4014,6040.548185,1801521.3156,36047022800,63,67,68,67
496,3,Brooklyn,049600,3049600,E,BK41,Kensington-Ocean Parkway,4014,7240.570707,2184807.80434,36047049600,42,41,39,39
498,3,Brooklyn,049800,3049800,E,BK41,Kensington-Ocean Parkway,4014,7162.915998,2199771.78332,36047049800,19,19,18,18
500,3,Brooklyn,050000,3050000,E,BK40,Windsor Terrace,4012,6705.494189,2138350.48506,36047050000,23,20,20,19
46,3,Brooklyn,004600,3004600,I,BK31,Bay Ridge,4013,10797.234342,3113528.13385,36047004600,4,5,5,5
64,3,Brooklyn,006400,3006400,I,BK31,Bay Ridge,4013,5927.57846,2186814.6205,36047006400,36,36,36,35
138,3,Brooklyn,013800,3013800,E,BK31,Bay Ridge,4013,6620.928722,1749765.01599,36047013800,14,14,13,12
162,3,Brooklyn,016200,3016200,I,BK31,Bay Ridge,4013,8469.830597,2603498.08096,36047016200,7,8,8,8
164,3,Brooklyn,016400,3016400,I,BK31,Bay Ridge,4013,16791.087629,8431321.63981,36047016400,-1,-1,,
50,3,Brooklyn,005000,3005000,I,BK31,Bay Ridge,4013,7838.550313,2395905.71618,36047005000,1,1,1,1
62,3,Brooklyn,006200,3006200,I,BK31,Bay Ridge,4013,5368.681405,1746843.28408,36047006200,18,16,14,13
148,3,Brooklyn,014800,3014800,I,BK30,Dyker Heights,4013,5247.730859,1437563.93943,36047014800,-1,-1,,
166,3,Brooklyn,016600,3016600,I,BK30,Dyker Heights,4013,6807.468238,2873519.60061,36047016600,1,1,1,1
400,3,Brooklyn,040000,3040000,E,BK29,Bensonhurst East,4017,6639.763571,2058373.04678,36047040000,35,29,26,26
410,3,Brooklyn,041000,3041000,E,BK29,Bensonhurst East,4017,5990.265168,1537209.75085,36047041000,6,6,4,4
232,3,Brooklyn,023200,3023200,E,BK88,Borough Park,4014,7284.636123,2436821.50259,36047023200,216,215,211,196
234,3,Brooklyn,023400,3023400,E,BK88,Borough Park,4014,6241.897363,1827230.61429,36047023400,185,183,180,169
116,3,Brooklyn,011600,3011600,E,BK88,Borough Park,4014,5869.317339,1724997.73221,36047011600,17,15,14,12
216,3,Brooklyn,021600,3021600,E,BK88,Borough Park,4014,6210.278881,1810243.92639,36047021600,106,106,116,109
218,3,Brooklyn,021800,3021800,E,BK88,Borough Park,4014,5927.279419,1698856.96751,36047021800,149,150,148,145
100,3,Brooklyn,010000,3010000,E,BK34,Sunset Park East,4012,5203.434379,1625060.7126,36047010000,33,31,30,27
106,3,Brooklyn,010600,3010600,E,BK34,Sunset Park East,4012,5203.318579,1624784.39268,36047010600,16,13,13,14
90,3,Brooklyn,009000,3009000,E,BK34,Sunset Park East,4012,5208.353473,1631111.7726,36047009000,23,24,22,22
92,3,Brooklyn,009200,3009200,E,BK34,Sunset Park East,4012,4679.945411,1218874.0369,36047009200,34,33,28,28
117,3,Brooklyn,011700,3011700,I,BK37,Park Slope-Gowanus,4005,5822.992409,2160662.46713,36047011700,9,7,8,6
180,3,Brooklyn,018000,3018000,E,BK27,Bath Beach,4017,6100.980745,1896108.85808,36047018000,5,5,5,4
319.01,5,Staten Island,031901,5031901,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,8255.026912,4126595.91884,36085031901,30,21,27,29
323,5,Staten Island,032300,5032300,E,SI12,Mariner's Harbor-Arlington-Port Ivory-Graniteville,3903,37831.978119,41202676.2857,36085032300,17,15,18,18
477,3,Brooklyn,047700,3047700,E,BK90,East Williamsburg,4001,8713.946447,2344076.87875,36047047700,4,3,3,3
497,3,Brooklyn,049700,3049700,E,BK90,East Williamsburg,4001,5956.060627,1772499.97489,36047049700,8,6,4,5
528,4,Queens,052800,4052800,E,QN08,St. Albans,4112,6980.754819,1941630.89758,36081052800,12,12,16,11
398,4,Queens,039800,4039800,I,QN08,St. Albans,4112,6711.244231,2164072.4296,36081039800,11,8,10,15
424,4,Queens,042400,4042400,I,QN08,St. Albans,4112,10747.399316,5544421.1937,36081042400,8,8,7,8
8,1,Manhattan,000800,1000800,E,MN27,Chinatown,3809,6362.78572,2366871.16185,36061000800,86,74,70,119
25,1,Manhattan,002500,1002500,E,MN27,Chinatown,3809,4763.703045,1439387.81849,36061002500,-1,-1,,
43,2,Bronx,004300,2004300,E,BX39,Mott Haven-Port Morris,3710,6502.629137,2442986.14279,36005004300,328,333,327,325
41,2,Bronx,004100,2004100,E,BX39,Mott Haven-Port Morris,3710,6688.413074,1977775.75904,36005004100,200,203,195,193
51,2,Bronx,005100,2005100,E,BX39,Mott Haven-Port Morris,3710,13392.105366,5509302.66698,36005005100,9,11,14,53
