CTLabel,BoroCode,BoroName,CT2000,BoroCT2000,CDEligibil,NTACode,NTANAme,PUMA,Shape_Leng,Shape_Area,fullCT,vouchers2000,vouchers2004,vouchers2005,vouchers2006,vouchers2007,vouchers2008,vouchers2009,vouchers2010,vouchers2011
30,3,Brooklyn,003000,3003000,I,BK31,Bay Ridge,4013,4135.065536,1002028.61895,36047003000,1,2,4,2,2,4,3,3,4
34,3,Brooklyn,003400,3003400,I,BK31,Bay Ridge,4013,5676.201789,1886951.29367,36047003400,6,6,5,5,5,5,5,6,6
40,3,Brooklyn,004000,3004000,I,BK31,Bay Ridge,4013,6458.18353,2378281.05612,36047004000,0,0,0,0,0,0,-1,-1,-1
41,3,Brooklyn,004100,3004100,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5283.85666,1744094.3952,36047004100,1,3,3,2,2,2,2,2,1
42,3,Brooklyn,004200,3004200,I,BK31,Bay Ridge,4013,4886.117493,1297099.99322,36047004200,4,4,4,4,3,3,3,3,3
52.01,3,Brooklyn,005201,3005201,I,BK31,Bay Ridge,4013,4722.23923,1197690.77402,36047005201,0,0,0,0,0,0,-1,-1,-1
52.02,3,Brooklyn,005202,3005202,I,BK31,Bay Ridge,4013,4155.605115,970120.004201,36047005202,3,0,0,0,0,0,-1,-1,-1
54,3,Brooklyn,005400,3005400,I,BK31,Bay Ridge,4013,6351.312781,1443146.44822,36047005400,6,7,9,7,10,9,7,8,8
58,3,Brooklyn,005800,3005800,I,BK31,Bay Ridge,4013,6098.167994,2080303.29267,36047005800,23,20,23,30,32,33,33,30,29
60,3,Brooklyn,006000,3006000,I,BK31,Bay Ridge,4013,5498.33489,1639074.03584,36047006000,4,1,1,3,2,2,3,3,4
65,3,Brooklyn,006500,3006500,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,7777.597807,2658846.7387,36047006500,4,5,3,2,3,3,5,2,2
67,3,Brooklyn,006700,3006700,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,5236.048039,1680804.20053,36047006700,3,1,0,0,0,0,-1,-1,-1
69,3,Brooklyn,006900,3006900,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,5563.97132,1927677.64335,36047006900,9,6,5,6,6,5,4,3,5
74,3,Brooklyn,007400,3007400,E,BK32,Sunset Park West,4012,4994.563857,1516612.98888,36047007400,31,41,37,38,39,37,38,35,33
76,3,Brooklyn,007600,3007600,E,BK32,Sunset Park West,4012,4980.047771,1510401.70404,36047007600,19,16,18,14,13,15,17,18,19
78,3,Brooklyn,007800,3007800,E,BK32,Sunset Park West,4012,4986.671601,1509791.9047,36047007800,60,74,73,69,72,76,74,76,66
192,3,Brooklyn,019200,3019200,E,BK88,Borough Park,4014,5880.317165,2042946.47379,36047019200,23,29,35,39,38,46,54,51,50
194,3,Brooklyn,019400,3019400,E,BK30,Dyker Heights,4013,6220.292664,1920211.78619,36047019400,3,7,6,8,8,10,9,9,7
195,3,Brooklyn,019500,3019500,I,BK69,Clinton Hill,4004,4887.716923,1475082.71605,36047019500,8,4,5,6,5,5,5,3,2
196,3,Brooklyn,019600,3019600,E,BK30,Dyker Heights,4013,5718.16786,2027285.9857,36047019600,18,20,27,29,27,28,29,23,22
197,3,Brooklyn,019700,3019700,I,BK69,Clinton Hill,4004,6148.341529,1828072.19858,36047019700,6,3,3,2,2,2,4,3,3
198,3,Brooklyn,019800,3019800,I,BK30,Dyker Heights,4013,5279.396531,1450201.44053,36047019800,1,0,1,2,2,2,2,8,2
204,3,Brooklyn,020400,3020400,I,BK30,Dyker Heights,4013,5280.338292,1450945.73873,36047020400,0,0,0,0,0,1,1,1,1
208,3,Brooklyn,020800,3020800,I,BK30,Dyker Heights,4013,5945.305485,1542689.05567,36047020800,6,7,6,7,7,9,11,11,11
210,3,Brooklyn,021000,3021000,E,BK30,Dyker Heights,4013,5710.828027,1614540.1045,36047021000,9,16,17,16,15,18,20,20,19
212,3,Brooklyn,021200,3021200,E,BK30,Dyker Heights,4013,5986.104991,2054324.36537,36047021200,15,15,14,14,15,16,15,15,15
214,3,Brooklyn,021400,3021400,E,BK88,Borough Park,4014,5551.993971,1808036.19948,36047021400,23,19,24,27,32,34,34,27,26
219,3,Brooklyn,021900,3021900,E,BK61,Crown Heights North,4006,5031.288349,1582742.24274,36047021900,78,76,77,71,74,70,54,47,47
220,3,Brooklyn,022000,3022000,E,BK88,Borough Park,4014,6117.082581,2091173.08303,36047022000,120,130,145,157,161,173,193,189,182
221,3,Brooklyn,022100,3022100,E,BK61,Crown Heights North,4006,5511.964563,1617936.82173,36047022100,87,103,93,77,64,60,55,48,47
276,3,Brooklyn,027600,3027600,E,BK28,Bensonhurst West,4017,6258.679199,1607862.78853,36047027600,28,24,29,35,43,45,53,50,50
278,3,Brooklyn,027800,3027800,E,BK28,Bensonhurst West,4017,6104.407807,1727741.98156,36047027800,25,26,29,30,44,48,49,45,42
279,3,Brooklyn,027900,3027900,E,BK35,Stuyvesant Heights,4003,5389.745668,1743087.89254,36047027900,68,96,76,78,93,117,120,106,97
280,3,Brooklyn,028000,3028000,I,BK27,Bath Beach,4017,5600.878415,1368070.31727,36047028000,6,3,3,3,4,5,4,4,4
282,3,Brooklyn,028200,3028200,E,BK27,Bath Beach,4017,5689.489876,1613535.50812,36047028200,2,3,4,5,6,7,9,12,12
284,3,Brooklyn,028400,3028400,E,BK28,Bensonhurst West,4017,6096.044671,1768012.35541,36047028400,58,53,50,52,59,64,68,61,62
285.01,3,Brooklyn,028501,3028501,E,BK78,Bushwick South,4002,4167.68944,895739.762333,36047028501,1,3,2,1,1,2,3,3,3
286,3,Brooklyn,028600,3028600,E,BK27,Bath Beach,4017,5925.120232,1720929.58298,36047028600,145,170,190,193,269,300,308,300,291
288,3,Brooklyn,028800,3028800,E,BK28,Bensonhurst West,4017,5777.688135,1644934.17618,36047028800,43,26,36,35,50,53,55,53,50
290,3,Brooklyn,029000,3029000,E,BK28,Bensonhurst West,4017,5799.041775,1665073.4774,36047029000,86,76,79,81,105,114,128,263,125
291,3,Brooklyn,029100,3029100,E,BK35,Stuyvesant Heights,4003,5439.938945,1772059.71521,36047029100,54,91,91,90,91,108,99,92,77
292,3,Brooklyn,029200,3029200,E,BK27,Bath Beach,4017,4705.264343,1105760.60489,36047029200,50,37,42,45,55,62,192,56,55
293,3,Brooklyn,029300,3029300,E,BK35,Stuyvesant Heights,4003,5437.78537,1770060.68376,36047029300,30,35,31,27,38,39,55,60,59
296,3,Brooklyn,029600,3029600,E,BK28,Bensonhurst West,4017,7396.971105,2300496.60263,36047029600,62,59,62,72,76,90,108,110,103
297,3,Brooklyn,029700,3029700,E,BK61,Crown Heights North,4006,5858.602409,2212767.88928,36047029700,80,69,199,262,256,261,267,255,250
298,3,Brooklyn,029800,3029800,E,BK29,Bensonhurst East,4017,7431.077919,2379874.08549,36047029800,25,25,26,23,23,32,34,32,29
300,3,Brooklyn,030000,3030000,E,BK29,Bensonhurst East,4017,7243.131791,2099450.93317,36047030000,8,8,9,10,10,10,16,17,16
302,3,Brooklyn,030200,3030200,I,BK29,Bensonhurst East,4017,6921.914336,2273119.82194,36047030200,3,4,3,3,5,4,4,4,4
309,3,Brooklyn,030900,3030900,E,BK61,Crown Heights North,4006,5470.581614,1587377.39179,36047030900,11,19,14,16,12,13,14,15,15
317.01,3,Brooklyn,031701,3031701,E,BK61,Crown Heights North,4006,5033.486203,1504293.983,36047031701,81,97,97,88,84,82,79,71,73
323,3,Brooklyn,032300,3032300,E,BK63,Crown Heights South,4011,6269.420677,1862860.57576,36047032300,32,37,32,24,22,19,16,16,14
326,3,Brooklyn,032600,3032600,E,BK21,Seagate-Coney Island,4018,7873.197428,3542642.59363,36047032600,237,193,206,236,508,577,614,578,538
329,3,Brooklyn,032900,3032900,E,BK60,Prospect Lefferts Gardens-Wingate,4011,7138.85262,1683542.52325,36047032900,64,63,67,67,56,54,59,55,52
331,3,Brooklyn,033100,3033100,E,BK63,Crown Heights South,4011,7551.857145,1533546.58092,36047033100,73,47,41,42,39,39,38,37,33
333,3,Brooklyn,033300,3033300,E,BK63,Crown Heights South,4011,7463.479894,2005663.19785,36047033300,52,83,72,70,65,65,61,54,48
335,3,Brooklyn,033500,3033500,E,BK63,Crown Heights South,4011,7422.437512,1944377.2886,36047033500,28,19,10,12,11,11,12,13,13
337,3,Brooklyn,033700,3033700,E,BK61,Crown Heights North,4006,7545.478824,2126882.38211,36047033700,25,24,26,23,23,23,19,17,18
339,3,Brooklyn,033900,3033900,E,BK61,Crown Heights North,4006,7419.803528,1945657.5792,36047033900,64,59,50,36,31,36,39,170,157
341,3,Brooklyn,034100,3034100,E,BK61,Crown Heights North,4006,5030.776599,1504308.14083,36047034100,42,54,55,55,50,53,57,55,57
342,3,Brooklyn,034200,3034200,E,BK21,Seagate-Coney Island,4018,7381.417524,2475181.67741,36047034200,240,381,589,594,675,668,666,649,623
222,3,Brooklyn,022200,3022200,E,BK88,Borough Park,4014,5742.179476,1896474.05282,36047022200,154,122,142,157,169,187,212,218,210
223,3,Brooklyn,022300,3022300,E,BK61,Crown Heights North,4006,5720.894331,1855749.08044,36047022300,94,106,114,108,100,93,95,93,87
225,3,Brooklyn,022500,3022500,E,BK61,Crown Heights North,4006,5376.124476,1618580.23587,36047022500,8,5,5,4,3,5,6,3,2
227,3,Brooklyn,022700,3022700,E,BK69,Clinton Hill,4004,6861.719711,2588318.19364,36047022700,71,59,51,48,42,46,54,46,43
229,3,Brooklyn,022900,3022900,E,BK69,Clinton Hill,4004,5440.764644,1849568.55134,36047022900,64,81,73,63,49,42,37,53,46
231,3,Brooklyn,023100,3023100,E,BK69,Clinton Hill,4004,5908.873097,1716029.85271,36047023100,28,35,30,32,28,25,28,30,29
235,3,Brooklyn,023500,3023500,E,BK69,Clinton Hill,4004,4958.035163,1523725.90776,36047023500,12,48,63,75,76,93,124,125,119
236,3,Brooklyn,023600,3023600,E,BK88,Borough Park,4014,6242.981077,1828207.69427,36047023600,125,126,141,145,154,176,202,197,198
237,3,Brooklyn,023700,3023700,E,BK75,Bedford,4003,5441.541745,1797135.86106,36047023700,8,89,143,183,201,220,232,243,238
238,3,Brooklyn,023800,3023800,E,BK88,Borough Park,4014,6244.556699,1828765.97979,36047023800,107,118,133,141,146,158,169,167,163
240,3,Brooklyn,024000,3024000,E,BK88,Borough Park,4014,6240.459604,1827206.36723,36047024000,134,128,140,152,164,174,177,171,164
242,3,Brooklyn,024200,3024200,E,BK88,Borough Park,4014,6964.549401,2061124.96932,36047024200,49,42,54,49,51,52,55,55,51
245,3,Brooklyn,024500,3024500,E,BK75,Bedford,4003,5582.222716,1795931.72222,36047024500,40,56,61,48,49,44,44,42,43
246,3,Brooklyn,024600,3024600,E,BK88,Borough Park,4014,6796.313336,1845582.85361,36047024600,9,6,10,13,14,17,22,22,21
247,3,Brooklyn,024700,3024700,E,BK61,Crown Heights North,4006,7488.701729,2028330.47106,36047024700,32,33,25,23,22,24,31,30,24
248,3,Brooklyn,024800,3024800,E,BK28,Bensonhurst West,4017,6417.483049,1895137.3234,36047024800,12,11,14,14,15,15,13,13,13
249,3,Brooklyn,024900,3024900,E,BK75,Bedford,4003,5777.655205,1813352.7462,36047024900,56,56,46,43,50,49,58,51,48
250,3,Brooklyn,025000,3025000,E,BK28,Bensonhurst West,4017,5938.20255,1867290.07859,36047025000,6,9,6,7,7,6,9,10,11
252,3,Brooklyn,025200,3025200,E,BK28,Bensonhurst West,4017,6686.606755,1950979.21489,36047025200,59,58,57,62,69,82,87,85,85
254,3,Brooklyn,025400,3025400,E,BK28,Bensonhurst West,4017,6302.394652,1888611.55777,36047025400,10,9,11,13,18,22,23,143,32
256,3,Brooklyn,025600,3025600,E,BK28,Bensonhurst West,4017,6298.065692,1869263.26414,36047025600,13,14,12,12,16,16,113,15,12
258,3,Brooklyn,025800,3025800,E,BK28,Bensonhurst West,4017,6257.554066,1832115.49236,36047025800,37,34,34,30,42,51,65,66,60
260,3,Brooklyn,026000,3026000,E,BK28,Bensonhurst West,4017,5699.189185,1753286.14199,36047026000,10,11,10,11,14,13,12,12,12
262,3,Brooklyn,026200,3026200,E,BK28,Bensonhurst West,4017,5384.768032,1699503.04902,36047026200,7,5,4,5,5,5,6,5,5
263,3,Brooklyn,026300,3026300,E,BK75,Bedford,4003,4799.556641,1287405.99226,36047026300,19,30,29,24,24,26,25,32,30
264,3,Brooklyn,026400,3026400,E,BK28,Bensonhurst West,4017,7095.086065,2038976.15968,36047026400,18,13,15,12,19,24,26,27,28
266,3,Brooklyn,026600,3026600,E,BK28,Bensonhurst West,4017,7706.999647,1785503.21804,36047026600,24,16,16,20,20,25,35,39,38
267,3,Brooklyn,026700,3026700,E,BK75,Bedford,4003,5340.244065,1717367.72598,36047026700,41,75,70,74,71,66,67,65,61
268,3,Brooklyn,026800,3026800,E,BK28,Bensonhurst West,4017,6339.144277,1926489.18753,36047026800,27,31,27,34,41,51,69,68,73
269,3,Brooklyn,026900,3026900,E,BK75,Bedford,4003,5051.018762,1441848.85132,36047026900,36,47,47,51,54,57,52,46,47
270,3,Brooklyn,027000,3027000,E,BK28,Bensonhurst West,4017,5255.801029,1444005.64197,36047027000,34,34,35,35,38,41,45,54,55
271.01,3,Brooklyn,027101,3027101,E,BK61,Crown Heights North,4006,6066.751923,1415986.22916,36047027101,37,64,64,69,75,84,91,94,89
271.02,3,Brooklyn,027102,3027102,E,BK61,Crown Heights North,4006,6449.212802,1351052.77493,36047027102,48,41,27,24,26,28,33,30,30
272,3,Brooklyn,027200,3027200,E,BK28,Bensonhurst West,4017,7299.797913,1422363.32777,36047027200,90,91,92,103,117,125,129,122,117
273,3,Brooklyn,027300,3027300,E,BK35,Stuyvesant Heights,4003,5273.313699,1611450.96059,36047027300,22,22,21,19,19,17,21,24,19
274,3,Brooklyn,027400,3027400,E,BK28,Bensonhurst West,4017,6175.275943,1758627.09875,36047027400,14,11,11,10,14,16,18,17,18
470,3,Brooklyn,047000,3047000,E,BK88,Borough Park,4014,7325.247486,1966226.17367,36047047000,44,30,31,37,37,39,42,43,44
472,3,Brooklyn,047200,3047200,E,BK88,Borough Park,4014,6789.740083,1850618.98618,36047047200,73,72,73,77,77,80,85,85,84
474,3,Brooklyn,047400,3047400,E,BK88,Borough Park,4014,6422.115604,1893042.29192,36047047400,50,47,59,61,64,69,70,67,66
476,3,Brooklyn,047600,3047600,E,BK88,Borough Park,4014,7553.380498,2236222.64306,36047047600,62,67,70,85,83,83,105,106,103
481,3,Brooklyn,048100,3048100,E,BK90,East Williamsburg,4001,5318.152619,1628352.58313,36047048100,8,7,7,8,6,6,7,8,8
495,3,Brooklyn,049500,3049500,E,BK90,East Williamsburg,4001,4737.977969,1389722.68506,36047049500,12,8,10,8,8,8,8,8,8
499,3,Brooklyn,049900,3049900,E,BK76,Greenpoint,4001,5002.945294,1532199.77261,36047049900,2,6,6,6,6,5,6,5,5
503,3,Brooklyn,050300,3050300,E,BK90,East Williamsburg,4001,5030.787691,1348755.33108,36047050300,8,4,5,6,5,5,6,7,7
505,3,Brooklyn,050500,3050500,E,BK90,East Williamsburg,4001,6040.682134,1823285.73558,36047050500,22,42,46,50,46,65,73,76,75
507,3,Brooklyn,050700,3050700,E,BK75,Bedford,4003,6142.61607,1877637.21259,36047050700,14,66,76,85,93,137,142,155,165
514,3,Brooklyn,051400,3051400,E,BK42,Flatbush,4015,6293.562182,1949161.74303,36047051400,100,99,90,91,89,83,93,91,87
516,3,Brooklyn,051600,3051600,E,BK42,Flatbush,4015,7074.76716,2227349.44601,36047051600,222,237,222,282,277,271,265,265,251
517,3,Brooklyn,051700,3051700,I,BK73,North Side-South Side,4001,6225.178753,2020312.6425,36047051700,3,0,1,1,1,1,1,1,1
518,3,Brooklyn,051800,3051800,E,BK42,Flatbush,4015,6299.57552,2170111.26663,36047051800,29,21,21,19,22,26,27,26,26
520,3,Brooklyn,052000,3052000,E,BK42,Flatbush,4015,6972.937631,2056594.50149,36047052000,34,30,30,31,32,30,31,31,28
526,3,Brooklyn,052600,3052600,E,BK42,Flatbush,4015,6736.724751,1823527.00514,36047052600,97,100,88,85,98,100,106,97,88
528,3,Brooklyn,052800,3052800,I,BK42,Flatbush,4015,7275.901972,1891640.13215,36047052800,9,3,4,4,4,4,5,5,6
530,3,Brooklyn,053000,3053000,E,BK43,Midwood,4015,5637.113872,1861290.00003,36047053000,43,60,58,53,64,72,80,77,81
531,3,Brooklyn,053100,3053100,E,BK75,Bedford,4003,5569.477694,1741767.28612,36047053100,100,279,355,450,475,491,501,500,508
532,3,Brooklyn,053200,3053200,E,BK43,Midwood,4015,6887.340512,1876179.13382,36047053200,10,11,11,13,14,14,13,13,13
533,3,Brooklyn,053300,3053300,E,BK72,Williamsburg,4001,6035.102829,2078811.98088,36047053300,320,390,409,421,404,405,410,388,363
534,3,Brooklyn,053400,3053400,E,BK43,Midwood,4015,5639.951539,1866105.88794,36047053400,20,35,19,20,21,27,150,289,56
536,3,Brooklyn,053600,3053600,E,BK43,Midwood,4015,6160.809776,1628989.41885,36047053600,17,16,14,12,18,20,20,19,19
538,3,Brooklyn,053800,3053800,E,BK43,Midwood,4015,5802.058583,1770108.60036,36047053800,142,112,153,149,200,226,244,244,233
540,3,Brooklyn,054000,3054000,E,BK43,Midwood,4015,6161.46826,1636665.78225,36047054000,41,32,87,88,97,102,115,40,69
542,3,Brooklyn,054200,3054200,E,BK43,Midwood,4015,5962.813732,2036089.90939,36047054200,78,92,144,128,132,159,182,133,136
544,3,Brooklyn,054400,3054400,I,BK43,Midwood,4015,5970.775435,2045270.5858,36047054400,44,61,74,80,88,97,102,87,88
550,3,Brooklyn,055000,3055000,E,BK44,Madison,4016,5722.060677,1937232.66402,36047055000,91,94,103,113,134,152,165,155,148
551,3,Brooklyn,055100,3055100,E,BK73,North Side-South Side,4001,5901.254698,2017272.49346,36047055100,64,60,52,56,56,61,59,66,55
552,3,Brooklyn,055200,3055200,E,BK44,Madison,4016,5520.894363,1805017.38626,36047055200,61,64,69,81,93,119,137,138,138
553,3,Brooklyn,055300,3055300,E,BK73,North Side-South Side,4001,5513.59441,1681865.85887,36047055300,12,11,12,12,12,11,12,14,14
558,3,Brooklyn,055800,3055800,E,BK44,Madison,4016,5599.345153,1847310.10081,36047055800,46,50,48,53,60,68,92,70,69
560,3,Brooklyn,056000,3056000,I,BK44,Madison,4016,5761.259478,1988439.6665,36047056000,75,75,90,103,147,186,232,208,206
562,3,Brooklyn,056200,3056200,I,BK44,Madison,4016,5590.084764,1838820.83889,36047056200,0,0,0,0,2,1,2,-1,4
563,3,Brooklyn,056300,3056300,E,BK76,Greenpoint,4001,6559.228031,2156570.42814,36047056300,8,6,7,6,6,6,9,9,9
564,3,Brooklyn,056400,3056400,I,BK44,Madison,4016,6411.192948,1972387.58173,36047056400,6,3,1,2,2,2,2,1,1
565,3,Brooklyn,056500,3056500,E,BK76,Greenpoint,4001,5493.573825,1839945.53506,36047056500,7,3,4,3,3,2,2,3,4
566,3,Brooklyn,056600,3056600,I,BK44,Madison,4016,5577.840035,1846300.23025,36047056600,27,23,31,36,48,57,64,66,65
567,3,Brooklyn,056700,3056700,E,BK76,Greenpoint,4001,5591.27631,1856678.13009,36047056700,0,1,2,1,1,1,2,2,2
568,3,Brooklyn,056800,3056800,I,BK44,Madison,4016,5221.452953,1267976.15679,36047056800,1,1,0,1,1,4,4,4,3
569,3,Brooklyn,056900,3056900,E,BK76,Greenpoint,4001,5735.062885,1376243.88221,36047056900,3,0,1,1,1,0,1,1,-1
570,3,Brooklyn,057000,3057000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8653.416642,2824696.93373,36047057000,7,4,4,5,5,4,3,2,2
572,3,Brooklyn,057200,3057200,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,6491.895564,2622725.20474,36047057200,0,0,0,0,0,0,-1,-1,4
573,3,Brooklyn,057300,3057300,E,BK76,Greenpoint,4001,5625.868574,1831149.58568,36047057300,4,3,3,3,1,1,1,1,1
574,3,Brooklyn,057400,3057400,I,BK44,Madison,4016,6539.238885,1713577.58856,36047057400,2,4,2,3,4,4,4,4,4
363,3,Brooklyn,036300,3036300,E,BK79,Ocean Hill,4007,8445.466814,2785736.70396,36047036300,123,146,142,152,160,173,209,204,195
365.02,3,Brooklyn,036502,3036502,E,BK79,Ocean Hill,4007,6132.195982,1252061.553,36047036502,7,16,31,35,40,42,40,45,43
388,3,Brooklyn,038800,3038800,E,BK25,Homecrest,4016,5947.056254,2130565.63153,36047038800,30,24,23,29,41,47,40,37,51
396,3,Brooklyn,039600,3039600,E,BK25,Homecrest,4016,5569.960385,1757819.43454,36047039600,1,1,1,1,1,1,1,1,2
397,3,Brooklyn,039700,3039700,E,BK78,Bushwick South,4002,6560.681726,1712820.31785,36047039700,65,109,94,95,79,80,94,95,100
399,3,Brooklyn,039900,3039900,E,BK78,Bushwick South,4002,6391.348665,1627809.26146,36047039900,93,144,125,146,142,141,140,145,136
401,3,Brooklyn,040100,3040100,E,BK78,Bushwick South,4002,5246.300422,1718319.07016,36047040100,85,93,90,96,100,109,99,98,100
404,3,Brooklyn,040400,3040400,I,BK29,Bensonhurst East,4017,7953.541649,1653839.78504,36047040400,8,6,7,6,12,16,40,6,40
406,3,Brooklyn,040600,3040600,E,BK29,Bensonhurst East,4017,5548.546163,1582378.7483,36047040600,7,9,8,11,12,11,19,9,51
408,3,Brooklyn,040800,3040800,E,BK29,Bensonhurst East,4017,5629.302563,1654268.80456,36047040800,8,3,6,5,10,12,22,10,65
413,3,Brooklyn,041300,3041300,E,BK78,Bushwick South,4002,5284.9027,1745182.97864,36047041300,45,80,87,82,77,84,89,86,84
414.01,3,Brooklyn,041401,3041401,E,BK25,Homecrest,4016,5189.969062,1454192.43244,36047041401,3,3,3,3,6,8,17,-1,11
415,3,Brooklyn,041500,3041500,E,BK78,Bushwick South,4002,5326.72429,1750287.63328,36047041500,61,102,101,96,103,120,110,107,94
417,3,Brooklyn,041700,3041700,E,BK78,Bushwick South,4002,5025.015016,1519400.50027,36047041700,57,81,78,70,56,79,85,94,95
418,3,Brooklyn,041800,3041800,E,BK25,Homecrest,4016,6582.866334,1773170.3891,36047041800,50,33,39,43,61,75,117,87,83
419,3,Brooklyn,041900,3041900,E,BK78,Bushwick South,4002,5222.700797,1646861.73116,36047041900,31,46,34,39,48,63,71,70,72
420,3,Brooklyn,042000,3042000,I,BK25,Homecrest,4016,6966.654872,1820929.15003,36047042000,23,21,20,20,21,20,22,21,21
421,3,Brooklyn,042100,3042100,E,BK78,Bushwick South,4002,5252.771492,1651413.42945,36047042100,45,72,68,72,67,82,84,69,66
426,3,Brooklyn,042600,3042600,E,BK29,Bensonhurst East,4017,5548.580549,1829969.11634,36047042600,35,31,39,48,66,79,85,79,81
427,3,Brooklyn,042700,3042700,E,BK77,Bushwick North,4002,5232.288865,1595494.67196,36047042700,52,49,42,42,49,60,66,67,69
428,3,Brooklyn,042800,3042800,E,BK29,Bensonhurst East,4017,6669.646091,1773181.70288,36047042800,42,33,42,48,59,73,81,79,78
429,3,Brooklyn,042900,3042900,E,BK77,Bushwick North,4002,5385.17061,1809836.57894,36047042900,100,131,83,96,92,102,105,109,107
430,3,Brooklyn,043000,3043000,E,BK29,Bensonhurst East,4017,6283.851116,1721309.59206,36047043000,55,48,60,74,107,119,134,131,130
431,3,Brooklyn,043100,3043100,E,BK77,Bushwick North,4002,5386.799323,1810786.8247,36047043100,49,78,82,94,94,103,107,105,98
432,3,Brooklyn,043200,3043200,E,BK29,Bensonhurst East,4017,5480.481722,1593340.97341,36047043200,74,60,69,70,78,85,88,86,87
433,3,Brooklyn,043300,3043300,E,BK77,Bushwick North,4002,5387.201285,1810979.29119,36047043300,60,88,72,76,79,90,95,99,98
434,3,Brooklyn,043400,3043400,E,BK29,Bensonhurst East,4017,5543.211758,1509164.84488,36047043400,49,36,49,62,80,91,98,96,90
435,3,Brooklyn,043500,3043500,E,BK77,Bushwick North,4002,5385.051835,1810895.43745,36047043500,97,139,141,141,156,158,174,175,168
436,3,Brooklyn,043600,3043600,E,BK29,Bensonhurst East,4017,5828.143643,1480301.64008,36047043600,108,82,97,104,118,127,137,128,123
437,3,Brooklyn,043700,3043700,E,BK77,Bushwick North,4002,5385.659379,1809984.01364,36047043700,58,99,107,110,96,111,108,108,109
